,duration,machine,testname
2362,0.000174583,ajax,aca2fc9e94916671d895d74d009200e9
4730,0.0004998769999999999,luna,aca2fc9e94916671d895d74d009200e9
9082,0.000184721,hildor,aca2fc9e94916671d895d74d009200e9
10362,0.001121974,mudrc,aca2fc9e94916671d895d74d009200e9
8506,0.000188254,ajax,aca2fc9e94916671d895d74d009200e9
6330,0.001555138,mudrc,aca2fc9e94916671d895d74d009200e9
2426,0.00033036800000000005,ajax,aca2fc9e94916671d895d74d009200e9
1082,0.000198586,exmag,aca2fc9e94916671d895d74d009200e9
7226,0.00017972799999999998,tarkil,aca2fc9e94916671d895d74d009200e9
58,0.000151818,luna,aca2fc9e94916671d895d74d009200e9
8186,0.000461011,luna,aca2fc9e94916671d895d74d009200e9
4666,0.000371147,luna,aca2fc9e94916671d895d74d009200e9
2490,0.0005121619999999999,ajax,aca2fc9e94916671d895d74d009200e9
2234,0.000465071,luna,aca2fc9e94916671d895d74d009200e9
7162,0.000505855,exmag,aca2fc9e94916671d895d74d009200e9
1530,0.000494295,luna,aca2fc9e94916671d895d74d009200e9
4858,0.000831217,luna,aca2fc9e94916671d895d74d009200e9
6266,0.001088766,mudrc,aca2fc9e94916671d895d74d009200e9
6906,0.000408728,exmag,aca2fc9e94916671d895d74d009200e9
6458,0.000214949,exmag,aca2fc9e94916671d895d74d009200e9
9850,0.000317101,hildor,aca2fc9e94916671d895d74d009200e9
2554,0.0005782830000000001,ajax,aca2fc9e94916671d895d74d009200e9
1018,0.0005694480000000001,ajax,aca2fc9e94916671d895d74d009200e9
6522,0.000283456,exmag,aca2fc9e94916671d895d74d009200e9
7354,0.000255363,tarkil,aca2fc9e94916671d895d74d009200e9
4474,0.00038479800000000016,exmag,aca2fc9e94916671d895d74d009200e9
7994,0.000186601,luna,aca2fc9e94916671d895d74d009200e9
4218,0.000346145,ajax,aca2fc9e94916671d895d74d009200e9
6586,0.000483392,exmag,aca2fc9e94916671d895d74d009200e9
762,0.000511869,tarkil,aca2fc9e94916671d895d74d009200e9
250,0.000421262,luna,aca2fc9e94916671d895d74d009200e9
3130,0.00018328900000000005,tarkil,aca2fc9e94916671d895d74d009200e9
2042,0.001713221,mudrc,aca2fc9e94916671d895d74d009200e9
6842,0.000362742,exmag,aca2fc9e94916671d895d74d009200e9
1658,0.000202263,hildor,aca2fc9e94916671d895d74d009200e9
5882,0.000443788,hildor,aca2fc9e94916671d895d74d009200e9
8954,0.000564713,ajax,aca2fc9e94916671d895d74d009200e9
4282,0.000509865,ajax,aca2fc9e94916671d895d74d009200e9
5946,0.000683958,mudrc,aca2fc9e94916671d895d74d009200e9
3002,0.000447244,hildor,aca2fc9e94916671d895d74d009200e9
2874,0.000237099,hildor,aca2fc9e94916671d895d74d009200e9
8122,0.000377334,luna,aca2fc9e94916671d895d74d009200e9
9658,0.0004074,hildor,aca2fc9e94916671d895d74d009200e9
7418,0.000318753,tarkil,aca2fc9e94916671d895d74d009200e9
3066,0.000480327,hildor,aca2fc9e94916671d895d74d009200e9
6714,0.000181562,exmag,aca2fc9e94916671d895d74d009200e9
5114,0.000437289,luna,aca2fc9e94916671d895d74d009200e9
826,0.000175272,ajax,aca2fc9e94916671d895d74d009200e9
7802,0.000303654,tarkil,aca2fc9e94916671d895d74d009200e9
8634,0.00041595300000000016,ajax,aca2fc9e94916671d895d74d009200e9
10682,0.001532762,mudrc,aca2fc9e94916671d895d74d009200e9
10170,0.001542519,mudrc,aca2fc9e94916671d895d74d009200e9
9274,0.000356214,luna,aca2fc9e94916671d895d74d009200e9
2106,0.00023596,luna,aca2fc9e94916671d895d74d009200e9
7098,0.00037382,exmag,aca2fc9e94916671d895d74d009200e9
9722,0.000464587,hildor,aca2fc9e94916671d895d74d009200e9
6010,0.001090267,mudrc,aca2fc9e94916671d895d74d009200e9
4346,0.0006244859999999999,ajax,aca2fc9e94916671d895d74d009200e9
10490,0.0016948120000000002,mudrc,aca2fc9e94916671d895d74d009200e9
186,0.00037976800000000016,luna,aca2fc9e94916671d895d74d009200e9
5050,0.000456803,luna,aca2fc9e94916671d895d74d009200e9
9210,0.000350236,hildor,aca2fc9e94916671d895d74d009200e9
2938,0.000347113,hildor,aca2fc9e94916671d895d74d009200e9
4115,7.157e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
7955,7.869e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
6931,4.894e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
4627,7.729e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
1363,7.701e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
7763,5.514e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
8915,7.774e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
5139,5.72e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
4179,7.372999999999999e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
4755,7.848e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
19,7.635e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
9107,7.613e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
7635,5.943e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5395,7.773e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
10643,2.3332e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
8339,7.93e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
6803,5.214e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
6995,4.777e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
275,6.398e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
3795,5.807000000000001e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5203,6.66e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
9043,7.445e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
4819,7.97e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
1811,2.3606e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
1491,7.415e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
4691,7.422e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
6739,4.962e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
4371,1.8475e-05,exmag,ae3135c9a586c48c2da9025b00b11d5b
7891,5.305e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
10707,2.3629e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
4947,7.805e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
10131,2.3709e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
4499,5.6970000000000015e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
1747,7.827e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
9171,7.452000000000003e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
147,7.91e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
6867,5.4989999999999985e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
4435,8.552e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
5267,5.836000000000001e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
8979,7.306e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
1619,7.502999999999997e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
7827,5.8820000000000015e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5011,7.678e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
3987,7.299999999999999e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
10259,2.3764e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
7699,6.752000000000002e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
211,7.773e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
4243,7.315e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
339,5.466e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5331,5.9420000000000026e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
1555,7.636e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
9299,1.2851e-05,luna,ae3135c9a586c48c2da9025b00b11d5b
3859,7.1739999999999986e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
83,7.838e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
4883,7.688e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
8851,7.113e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
10195,2.3032e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
9235,2.6349e-05,luna,ae3135c9a586c48c2da9025b00b11d5b
4563,5.596e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
403,6.025e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
1683,7.918e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
4307,7.523999999999999e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
5075,7.618e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
4051,7.098e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
8275,7.569e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
9363,8.581e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
3923,7.154e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
8019,7.541e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
1427,7.702e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
9939,8.712e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
6355,2.3489e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
10323,2.3571e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
2003,2.3714e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
7315,5.539e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5779,7.556e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
2707,5.806e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
6611,5.043e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
3283,6.015e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
6163,2.3607e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
8723,7.45e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
979,7.369e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
8403,7.5960000000000015e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
9811,7.709e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
10515,2.2892e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
2643,6.304e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
659,5.259e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
3347,5.3060000000000005e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5715,8.288e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
5971,2.4031e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
1299,7.492999999999997e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
7507,5.717000000000001e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
2195,1.3549e-05,luna,ae3135c9a586c48c2da9025b00b11d5b
9555,8.553e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
3411,4.845e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
2579,6.125e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
1939,2.3726e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
6227,2.3477e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
5651,8.232e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
2771,5.552e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
10067,2.3349e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
3219,5.498e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
6099,2.4199e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
7379,5.936e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
10451,2.3437e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
1235,5.105e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
6547,4.684e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
851,7.39e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
2899,8.476e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
7123,4.784e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
9683,7.446e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
3027,7.912e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
467,6.329e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
10003,2.3237e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
2067,7.561e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
8147,1.0635e-05,luna,ae3135c9a586c48c2da9025b00b11d5b
6035,2.3957e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
5907,2.5067e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
2131,1.359e-05,luna,ae3135c9a586c48c2da9025b00b11d5b
8659,7.305e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
787,7.717e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
3091,5.569e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
2835,8.437e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
9747,7.731000000000001e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
7443,6.29e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5843,7.792000000000001e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
3155,5.467999999999998e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
915,7.084e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
8595,7.522e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
723,5.948e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
9619,8.400000000000001e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
8083,7.5339999999999985e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
6483,4.652e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
2963,7.825e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
10579,2.2964e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
5587,7.543e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
1171,5.508e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
7059,5.032e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
7571,1.4532e-05,tarkil,ae3135c9a586c48c2da9025b00b11d5b
1875,2.3187e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
6291,2.3879e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
9875,8.032999999999999e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
8467,7.507e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
8787,7.077e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
3667,4.998e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
3603,4.96e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
1107,5.244e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
5523,7.5110000000000014e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
2259,1.0548e-05,luna,ae3135c9a586c48c2da9025b00b11d5b
2387,7.111e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
531,5.573e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
2451,7.2179999999999985e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
8211,7.497999999999997e-06,luna,ae3135c9a586c48c2da9025b00b11d5b
3539,5.375e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
8531,7.147999999999997e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
9491,7.84e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
6419,6.09e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
1043,6.431e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
2323,7.026e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
7251,5.704e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
10387,2.4097e-05,mudrc,ae3135c9a586c48c2da9025b00b11d5b
7187,5.555e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
5459,8.436e-06,hildor,ae3135c9a586c48c2da9025b00b11d5b
3731,5.1870000000000005e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
595,5.334e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
9427,1.3641e-05,luna,ae3135c9a586c48c2da9025b00b11d5b
6675,4.809e-06,exmag,ae3135c9a586c48c2da9025b00b11d5b
3475,5.456e-06,tarkil,ae3135c9a586c48c2da9025b00b11d5b
2515,7.157e-06,ajax,ae3135c9a586c48c2da9025b00b11d5b
2396,0.003212986,ajax,b3fa295dd500873eabd537c07703ff5f
156,0.004324853,luna,b3fa295dd500873eabd537c07703ff5f
8604,0.005209141,ajax,b3fa295dd500873eabd537c07703ff5f
9180,0.005546641999999999,hildor,b3fa295dd500873eabd537c07703ff5f
10012,0.003464498,mudrc,b3fa295dd500873eabd537c07703ff5f
7132,0.006205277,exmag,b3fa295dd500873eabd537c07703ff5f
2844,0.0014681879999999998,hildor,b3fa295dd500873eabd537c07703ff5f
2140,0.003662351,luna,b3fa295dd500873eabd537c07703ff5f
9756,0.001961577,hildor,b3fa295dd500873eabd537c07703ff5f
6428,0.001274449,exmag,b3fa295dd500873eabd537c07703ff5f
6044,0.011731385,mudrc,b3fa295dd500873eabd537c07703ff5f
2908,0.003475005,hildor,b3fa295dd500873eabd537c07703ff5f
1500,0.006508681,luna,b3fa295dd500873eabd537c07703ff5f
4380,0.001255411,exmag,b3fa295dd500873eabd537c07703ff5f
7196,0.0014330120000000002,tarkil,b3fa295dd500873eabd537c07703ff5f
1116,0.002637494,exmag,b3fa295dd500873eabd537c07703ff5f
2332,0.001913826,ajax,b3fa295dd500873eabd537c07703ff5f
7836,0.006773365999999999,tarkil,b3fa295dd500873eabd537c07703ff5f
1436,0.00503165,luna,b3fa295dd500873eabd537c07703ff5f
4764,0.00576249,luna,b3fa295dd500873eabd537c07703ff5f
9052,0.002563326,hildor,b3fa295dd500873eabd537c07703ff5f
28,0.001192487,luna,b3fa295dd500873eabd537c07703ff5f
8476,0.001915085,ajax,b3fa295dd500873eabd537c07703ff5f
860,0.002901041,ajax,b3fa295dd500873eabd537c07703ff5f
5020,0.005590224,luna,b3fa295dd500873eabd537c07703ff5f
6364,0.014865118,mudrc,b3fa295dd500873eabd537c07703ff5f
1628,0.002600521,hildor,b3fa295dd500873eabd537c07703ff5f
4444,0.005780166,exmag,b3fa295dd500873eabd537c07703ff5f
1564,0.00109753,hildor,b3fa295dd500873eabd537c07703ff5f
2268,0.0072204919999999985,luna,b3fa295dd500873eabd537c07703ff5f
10716,0.014881562,mudrc,b3fa295dd500873eabd537c07703ff5f
7900,0.008011085,tarkil,b3fa295dd500873eabd537c07703ff5f
7964,0.001299901,luna,b3fa295dd500873eabd537c07703ff5f
4636,0.001779235,luna,b3fa295dd500873eabd537c07703ff5f
4572,0.006084826,exmag,b3fa295dd500873eabd537c07703ff5f
10204,0.014914233999999997,mudrc,b3fa295dd500873eabd537c07703ff5f
9820,0.003862294,hildor,b3fa295dd500873eabd537c07703ff5f
2204,0.006425161,luna,b3fa295dd500873eabd537c07703ff5f
988,0.006511199999999999,ajax,b3fa295dd500873eabd537c07703ff5f
92,0.002611121,luna,b3fa295dd500873eabd537c07703ff5f
1180,0.004670861,exmag,b3fa295dd500873eabd537c07703ff5f
2524,0.006407571,ajax,b3fa295dd500873eabd537c07703ff5f
2588,0.002146587,exmag,b3fa295dd500873eabd537c07703ff5f
4892,0.00155582,luna,b3fa295dd500873eabd537c07703ff5f
10332,0.006833426,mudrc,b3fa295dd500873eabd537c07703ff5f
6236,0.006866671,mudrc,b3fa295dd500873eabd537c07703ff5f
7260,0.00285319,tarkil,b3fa295dd500873eabd537c07703ff5f
8540,0.002809683,ajax,b3fa295dd500873eabd537c07703ff5f
10396,0.011848035,mudrc,b3fa295dd500873eabd537c07703ff5f
8156,0.007398892,luna,b3fa295dd500873eabd537c07703ff5f
8220,0.001363408,luna,b3fa295dd500873eabd537c07703ff5f
2652,0.002926986,exmag,b3fa295dd500873eabd537c07703ff5f
924,0.005137485,ajax,b3fa295dd500873eabd537c07703ff5f
2780,0.005677848,exmag,b3fa295dd500873eabd537c07703ff5f
4700,0.004067655,luna,b3fa295dd500873eabd537c07703ff5f
9884,0.00514374,hildor,b3fa295dd500873eabd537c07703ff5f
8988,0.001414849,hildor,b3fa295dd500873eabd537c07703ff5f
7324,0.0053080290000000006,tarkil,b3fa295dd500873eabd537c07703ff5f
9948,0.006831943,hildor,b3fa295dd500873eabd537c07703ff5f
9116,0.004201479,hildor,b3fa295dd500873eabd537c07703ff5f
1052,0.001448555,exmag,b3fa295dd500873eabd537c07703ff5f
6108,0.015140204,mudrc,b3fa295dd500873eabd537c07703ff5f
2460,0.005443342,ajax,b3fa295dd500873eabd537c07703ff5f
4956,0.0028958390000000003,luna,b3fa295dd500873eabd537c07703ff5f
6300,0.01172067,mudrc,b3fa295dd500873eabd537c07703ff5f
2716,0.004810610999999999,exmag,b3fa295dd500873eabd537c07703ff5f
4508,0.0049059640000000005,exmag,b3fa295dd500873eabd537c07703ff5f
8284,0.0028921090000000003,luna,b3fa295dd500873eabd537c07703ff5f
6492,0.002744083,exmag,b3fa295dd500873eabd537c07703ff5f
6172,0.003442281,mudrc,b3fa295dd500873eabd537c07703ff5f
6876,0.005368441999999999,exmag,b3fa295dd500873eabd537c07703ff5f
4828,0.005787021,luna,b3fa295dd500873eabd537c07703ff5f
3740,0.004726026,tarkil,b3fa295dd500873eabd537c07703ff5f
4316,0.008476667,ajax,b3fa295dd500873eabd537c07703ff5f
8028,0.002936146,luna,b3fa295dd500873eabd537c07703ff5f
3484,0.006318862,tarkil,b3fa295dd500873eabd537c07703ff5f
604,0.002854453,tarkil,b3fa295dd500873eabd537c07703ff5f
7068,0.004243939,exmag,b3fa295dd500873eabd537c07703ff5f
1308,0.001437484,luna,b3fa295dd500873eabd537c07703ff5f
5660,0.001352307,hildor,b3fa295dd500873eabd537c07703ff5f
3420,0.003023091,tarkil,b3fa295dd500873eabd537c07703ff5f
3996,0.005268276,ajax,b3fa295dd500873eabd537c07703ff5f
1948,0.011867238,mudrc,b3fa295dd500873eabd537c07703ff5f
5276,0.005616646,exmag,b3fa295dd500873eabd537c07703ff5f
1756,0.005620489,hildor,b3fa295dd500873eabd537c07703ff5f
7516,0.003811992,tarkil,b3fa295dd500873eabd537c07703ff5f
10524,0.003455666,mudrc,b3fa295dd500873eabd537c07703ff5f
7708,0.00204471,tarkil,b3fa295dd500873eabd537c07703ff5f
8732,0.001572102,ajax,b3fa295dd500873eabd537c07703ff5f
348,0.00322595,tarkil,b3fa295dd500873eabd537c07703ff5f
8092,0.00450513,luna,b3fa295dd500873eabd537c07703ff5f
3356,0.001590465,tarkil,b3fa295dd500873eabd537c07703ff5f
9564,0.004622974,hildor,b3fa295dd500873eabd537c07703ff5f
5980,0.007060826,mudrc,b3fa295dd500873eabd537c07703ff5f
4060,0.006325335,ajax,b3fa295dd500873eabd537c07703ff5f
8348,0.004668852,luna,b3fa295dd500873eabd537c07703ff5f
9308,0.005055347,luna,b3fa295dd500873eabd537c07703ff5f
668,0.004593223,tarkil,b3fa295dd500873eabd537c07703ff5f
6620,0.008113963,exmag,b3fa295dd500873eabd537c07703ff5f
10076,0.00691391,mudrc,b3fa295dd500873eabd537c07703ff5f
3292,0.006578399,tarkil,b3fa295dd500873eabd537c07703ff5f
3932,0.003016365,ajax,b3fa295dd500873eabd537c07703ff5f
8860,0.005045679,ajax,b3fa295dd500873eabd537c07703ff5f
10588,0.007007488,mudrc,b3fa295dd500873eabd537c07703ff5f
476,0.006853336999999999,tarkil,b3fa295dd500873eabd537c07703ff5f
5468,0.002946534,hildor,b3fa295dd500873eabd537c07703ff5f
3804,0.006087512,tarkil,b3fa295dd500873eabd537c07703ff5f
10268,0.003442096,mudrc,b3fa295dd500873eabd537c07703ff5f
1820,0.003463714,mudrc,b3fa295dd500873eabd537c07703ff5f
7644,0.008198369,tarkil,b3fa295dd500873eabd537c07703ff5f
5404,0.001836186,hildor,b3fa295dd500873eabd537c07703ff5f
9436,0.011020972,luna,b3fa295dd500873eabd537c07703ff5f
3676,0.003018967,tarkil,b3fa295dd500873eabd537c07703ff5f
8796,0.003799904,ajax,b3fa295dd500873eabd537c07703ff5f
5532,0.0045942840000000006,hildor,b3fa295dd500873eabd537c07703ff5f
1884,0.00686464,mudrc,b3fa295dd500873eabd537c07703ff5f
3612,0.0013510470000000002,tarkil,b3fa295dd500873eabd537c07703ff5f
7580,0.009858211,tarkil,b3fa295dd500873eabd537c07703ff5f
540,0.001560646,tarkil,b3fa295dd500873eabd537c07703ff5f
3868,0.001505515,ajax,b3fa295dd500873eabd537c07703ff5f
1372,0.003108084,luna,b3fa295dd500873eabd537c07703ff5f
6748,0.003280065,exmag,b3fa295dd500873eabd537c07703ff5f
412,0.00612604,tarkil,b3fa295dd500873eabd537c07703ff5f
9372,0.008432872,luna,b3fa295dd500873eabd537c07703ff5f
6684,0.001119949,exmag,b3fa295dd500873eabd537c07703ff5f
3548,0.006012788000000001,tarkil,b3fa295dd500873eabd537c07703ff5f
5340,0.006049392,exmag,b3fa295dd500873eabd537c07703ff5f
9500,0.001337527,hildor,b3fa295dd500873eabd537c07703ff5f
5596,0.005962865,hildor,b3fa295dd500873eabd537c07703ff5f
10140,0.011877141,mudrc,b3fa295dd500873eabd537c07703ff5f
5724,0.002968002,hildor,b3fa295dd500873eabd537c07703ff5f
3100,0.001500771,tarkil,b3fa295dd500873eabd537c07703ff5f
732,0.006103454,tarkil,b3fa295dd500873eabd537c07703ff5f
6812,0.00444577,exmag,b3fa295dd500873eabd537c07703ff5f
5148,0.0013404570000000002,exmag,b3fa295dd500873eabd537c07703ff5f
6940,0.001457481,exmag,b3fa295dd500873eabd537c07703ff5f
5852,0.006225991,hildor,b3fa295dd500873eabd537c07703ff5f
8668,0.006691605,ajax,b3fa295dd500873eabd537c07703ff5f
1692,0.005324653,hildor,b3fa295dd500873eabd537c07703ff5f
7772,0.003941614,tarkil,b3fa295dd500873eabd537c07703ff5f
796,0.002075914,ajax,b3fa295dd500873eabd537c07703ff5f
9244,0.003407065,luna,b3fa295dd500873eabd537c07703ff5f
5916,0.003504261,mudrc,b3fa295dd500873eabd537c07703ff5f
4252,0.005400695,ajax,b3fa295dd500873eabd537c07703ff5f
3036,0.007121474,hildor,b3fa295dd500873eabd537c07703ff5f
2076,0.001262574,luna,b3fa295dd500873eabd537c07703ff5f
10460,0.015109395,mudrc,b3fa295dd500873eabd537c07703ff5f
9692,0.006582069,hildor,b3fa295dd500873eabd537c07703ff5f
6556,0.005417871,exmag,b3fa295dd500873eabd537c07703ff5f
7388,0.007146,tarkil,b3fa295dd500873eabd537c07703ff5f
5084,0.006578105,luna,b3fa295dd500873eabd537c07703ff5f
2972,0.0054423480000000005,hildor,b3fa295dd500873eabd537c07703ff5f
220,0.00537937,luna,b3fa295dd500873eabd537c07703ff5f
8924,0.007121873000000002,ajax,b3fa295dd500873eabd537c07703ff5f
10652,0.011795964,mudrc,b3fa295dd500873eabd537c07703ff5f
1244,0.0056618680000000005,exmag,b3fa295dd500873eabd537c07703ff5f
3164,0.00284581,tarkil,b3fa295dd500873eabd537c07703ff5f
2012,0.014827373,mudrc,b3fa295dd500873eabd537c07703ff5f
3228,0.004977125,tarkil,b3fa295dd500873eabd537c07703ff5f
